source_archive,archive_sha256,analysis_sheet_member,code,project_name,sector,keywords,baseline_schedule,risk_analysis,project_control,project_flag,tracking,n_activities,planned_duration_days,bac,resources_flag,renewable_resources,consumable_resources,resource_conflict,early_late,under_over_budget,has_protrack,has_excel,has_project_card,inclusion_rule,rights_status
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-01,Nursing Home Noordhinder,Construction (commercial building),Nursing Home; Residential Center,,,,G,N/A,153,766,4679795,Y,12,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-02,Social Housing Kortrijk,Construction (residential building),Residential Center,,,,Y,N/A,113,276,366457,Y,2,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-04,Railway Station Sint-Joost,Construction (civil),Renovation; Outdoors Structure,,,,Y,N/A,18,135,59831,Y,2,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-08,Sports Center Tielt,Construction (civil),Sports Center; Public Construction,,,,Y,N/A,26,75,254564,Y,1,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-10,Building a House,Construction (residential building),Residential Construction,,,,G,N/A,32,195,484398,Y,1,-,Resource Feasible,0.041,0.0218,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-12,Claeys-Verhelst Premises,Construction (commercial building),Showroom; Warehouse; Offices,,,,G,Y,49,442,3027133,Y,12,-,Resource Feasible,0.0271493212669683,0.0249,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-13,Wind Farm,Construction (industrial),Wind Power,,,,G,G,134,525,21369836,N,-,-,N/A,0.142857142857143,0.220307212465271,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2011-14,Hotel Reylof,Construction (commercial building),Hotel,,,,G,N/A,373,252,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-02,Nut Mixing Station,Construction (industrial),New Machine Installation,,,,G,N/A,47,23,1056501,Y,24,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-03,Day Care,Construction (institutional building),Day Care; Renovation,,,,G,N/A,24,128,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-04,Asti-Cuneo Highway,Construction (civil),Highway,,,,G,N/A,67,284,6230961,Y,16,2,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-05,Tappan Zee Bridge,Construction (civil),Bridge Construction,,,,Y,N/A,19,1289,4999958016,Y,20,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-06,Youth Hostel Merkenveld,Construction (commercial building),Renovation,,,,G,N/A,46,197,-,Y,5,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-07,Solar Park,Construction (industrial),Solar Power,,,,G,N/A,175,711,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-08,Sea Electricity,Construction (industrial),Offshore Wind Park,,,,O,N/A,437,468,139062144,Y,27,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-10,Gabala Resort Outdoor Pool,Construction (commercial building),Pool,,,,O,N/A,18,54,47413,Y,9,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-11,MIVB SeSaMe,Construction (civil),Subway; Access Doors; Public Transport,,,,G,N/A,22,13,1535854,Y,2,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-12,Railway Station Ghent,Construction (civil),Railway Station; Renovation,,,,G,N/A,19,440,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-13,Pumping Station Jabbeke,Construction (civil),Pumping Station; Construction,,,,G,G,75,125,336410,Y,2,-,Resource Feasible,0.12,0.041916114265331,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-14,Sluiskil Tunnel,Construction (civil),Tunnel,,,,O,N/A,48,1299,528569216,Y,8,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-16,Metal Extraction,Construction (industrial),Metals; Electromagnetic Installation,,,,G,N/A,86,86,-,Y,10,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2012-17,Building a Dream,Construction (residential building),Residential Construction,,,,O,N/A,33,145,241015,Y,10,-,Resource Feasible,0.4069,0.3064,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-01,Wiedauwkaai Fenders,Construction (civil),Railway Bridge; Waterway,,,,G,G,42,152,1069533,N,-,-,N/A,0,0.22912056009492,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-02,Sewage Plant Hove,Construction (civil),Sewage,,,,G,G,181,403,1236604,N,-,-,N/A,0,-0.0729093549754004,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-03,Brussels Finance Tower,Construction (institutional building),"Renovation, Government Building",,,,G,G,55,425,15440865,N,-,-,N/A,0.00235294117647059,0.0581030920223705,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-04,Kitchen Tower Anderlecht,Construction (institutional building),Cooking School,,,,G,G,252,333,2113684,N,-,-,N/A,0.36036036036036,0.188694241901817,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-06,Government Office Building,Construction (institutional building),Office Building; Government Building,,,,G,G,276,352,19429808,N,-,-,N/A,0,0.108958256303922,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-07,Family Residence,Construction (residential building),Residential Construction,,,,G,G,46,170,180476,N,-,-,N/A,0.176470588235294,-0.0301702165384871,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-08,Timber House,Construction (residential building),Residential Construction,,,,G,G,42,216,501030,N,-,-,N/A,0.087962962962963,0.150877192982456,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-09,Urban Development Project,Construction (commercial building),Integrated Building Complex,,,,G,G,71,291,1537398,N,-,-,N/A,0.237113402061856,0.103794853382143,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-10,Town Square,Construction (civil),Subterranean Parking; Public Square,,,,G,G,197,786,11421890,N,-,-,N/A,0.0101781170483461,0.332434999811765,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-11,Recreation Complex,Construction (civil),Sports Center; Public Construction,,,,G,G,167,359,5480520,N,-,-,N/A,-0.0779944289693593,-0.00538124119609088,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-12,Young Cattle Barn,Construction (institutional building),Experimental Farm; University,,,,G,G,27,115,818440,N,-,-,N/A,0.721739130434783,0.0750366550999462,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-13,Office Finishing Works (1),Construction (commercial building),Finishing Works,,,,G,G,11,236,1118497,N,-,-,N/A,-0.0805084745762712,-0.145345047863338,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2013-14,Office Finishing Works (2),Construction (commercial building),Finishing Works,,,,G,G,9,80,85848,N,-,-,N/A,0.2375,-0.12091137824993,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
