source_archive,archive_sha256,analysis_sheet_member,code,project_name,sector,keywords,baseline_schedule,risk_analysis,project_control,project_flag,tracking,n_activities,planned_duration_days,bac,resources_flag,renewable_resources,consumable_resources,resource_conflict,early_late,under_over_budget,has_protrack,has_excel,has_project_card,inclusion_rule,rights_status
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2018-11,Warehouse renovation,Construction (Industrial),-,,,,,O,36,9,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-01,Lepelstraat,Construction (residential building),,,,,,,86,533,1292979,N,-,-,N/A,0.26266416510319,0.0177,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-02,Social Housing,Construction (residential building),,,,,,,19,352,734602.11,N,-,-,N/A,0.002,0.018,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-03,Emergency Department,Construction (civil),,,,,,,18,413,967878,N,-,-,N/A,0.261501210653753,0.313,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-04,Nuclear Healthcare,Construction (civil),,,,,,,38,373,4318950,N,-,-,N/A,0.394101876675603,-0.0200040727491635,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-09,Recreation building,Construction (commercial building),-,,,,,JA,45,215,262500,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-10,Family Residence (3),Construction (residential building),-,,,,,N/A,49,115,209621.52,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-12,Residential apartment building,Construction (residential building),-,,,,,N/A,52,289,-,Y,1,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-16,Lock Ganzepoot,Construction (civil),-,,,,,N/A,32,33,170000,Y,1,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-18,Greenhouse,Construction (Industrial),-,,,,,N/A,23,163,2978315.3,Y,6,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-19,Traditional house,Construction (residential building),-,,,,,N/A,25,130,240840,Y,6,-,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-20,Paradice,Construction (commercial building),-,,,,,N/A,39,362,142020,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-22,BAM deelproject 1,Construction (Civil),-,,,,"ANTAL.ALS('[Analysis sheet (opgekuist 30_03).xlsx]baseline'!$N$141:$N$189;""<=""&AK5)",N/A,1419,1203,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-23,BAM deelproject 2,Construction (Civil),-,,,,,N/A,646,1188,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-24,BAM deelproject 3a,Construction (Civil),-,,,,,N/A,1373,1041,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-25,BAM deelproject 3b,Construction (Civil),-,,,,,N/A,1796,1306,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-26,BAM deelproject 4,Construction (Civil),-,,,,,N/A,676,897,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-27,BAM deelproject 6,Construction (Civil),-,,,,,N/A,899,834,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2019-28,BAM deelproject 7,Construction (Civil),-,,,,,N/A,132,863,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-01,House renovation,Construction (residential building),Renovation of a house,G,,G,G,G,29,271,756647,Y,1,-,Resource Conflict,-0.25,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-04,Six-story apartment building,Construction (residential building),Six-story apartment building,G,,G,G,G,30,235,1619500,Y,2,-,Resource Feasible,0.27,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-07,Building Nevele,Construction (residential building),Building,,,,G,G,42,481,€743 676,N,-,-,N/A,0.2681,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-08,Family Home,Construction (residential building),Building; family home,,,,G,G,49,382,€438 622,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-09,Wine Storage Expansion,Construction (industrial),Building; wine storage,,,,G,G,28,80,"€ 458 688,44",N,-,-,N/A,0.5,0.012,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-10,UK Roap map,Construction (Civil),Roap map,,,,G,,19,234,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-11,Rail-net communication point 1,Construction (Civil),Rail-net; Train; Communication;,,,,,,279,401,8974809.3,N,-,-,N/A,0.8021,0.1066,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-12,Railroad construction,Construction (Civil),Railroad; Train; hardware; software;,,,,,,73,383,7612805.15,N,-,-,N/A,0.0522,-0.3706,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-13,Rail-net communication point 2,Construction (Civil),Rail-net; Train; Communication;,,,,,,232,533,1481000,N,-,-,N/A,0.219,-0.461,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2023-14,Building a sustainable future,Construction (residential building),Home; Sustainable; ,,,,,,34,190,-,N,-,-,N/A,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2024-01,Signalisation work Peru,Construction (Civil),"Signalisation, road, safety",,,,,,66,84,"201.312,14 €",6,N/A,N/A,Resource Conflict,-0.57,-0.13,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2024-02,Gas Pipeline,Construction (Industrial),Infrastructure,,,,G,N/A,13,58,37536,N/A,N/A,N/A,Resource Conflict,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2024-05,Product marketing,Construction (Industrial),-,,,,G,,111,272,228090,N/A,N/A,N/A,Resource Feasible,-,-,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-01,Water Intake and Canal Rehabilitation,Construction (Civil),Irrigation canal; Water intake structure ,,,,,,45,57,278057.33,Y,5,0,Resource Conflict,0.08,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-02,Urban road,Construction (Civil),Rode pavement; Sidewalks,,,,,,100,52,197472.31,Y,6,0,Resource Feasible,0.36,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-03,School Clasroom Construction,Construction (institutional building),New clasroom facilities,,,,,,148,128,185716.16,Y,7,0,Resource Feasible,0.023,0.011,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-04,Sidewalk Reconstruction,Construction (Civil),Reconstruction; Urban roads; Final phase,,,,,,149,125,1663948.63,Y,7,0,Resource Conflict,0.12,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-05,Education Service,Construction (institutional building),Infrastructure; Sport spaces,,,,,,58,85,419707.07,Y,7,0,Resource Feasible,0,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-06,Primary School,Construction (institutional building),Classroom construction,,,,,,52,60,132374.38,Y,7,0,Resource Conflict,0.43,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-07,School Sports Facility Development,Construction (institutional building),Installation; Turf,,,,,,19,45,68188.69,Y,7,0,Resource Feasible,0.04,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-08,Convertible Roofing,Construction (Civil),Roof construction; Infrastructure,,,,,,75,60,349558.26,Y,6,0,Resource Feasible,0.08,0,True,True,False,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-09,Primary Classroom,Construction (institutional building),Classroom renovation,,,,,,108,60,123156.7,Y,8,0,Resource Conflict,0.1,0,True,True,False,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-10,Temporary Facilities,Construction (institutional building),Infrastructure; Provisional works,,,,,,114,131,381678.38,Y,7,0,Resource Conflict,-0.47,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-11,Power Network,Construction (Industrial),Electricity networks; Installation,,,,,,33,119,22226.08,Y,6,0,Resource Conflict,0,0.15,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-12,Public Plaza,Construction (Civil),Repairment; Exterior ,,,,,,123,60,163383.27,Y,9,0,Resource Feasible,0.01,0.05,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-13,University Library Construction,Construction (institutional building),Site preparation; Infrastructure,,,,,,151,60,108084.67,Y,9,0,Resource Conflict,0.06,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-14,Drainge System,Construction (Civil),Drainage; Sewer system; Infrastructure,,,,,,82,354,32341.63,Y,6,0,Resource Feasible,0.096,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-15,Irrigation Canal Repair,Construction (Civil),Reinforcement; Quality control; Infrastructure,,,,,,50,353,268769.55,Y,8,0,Resource Feasible,0.03,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-16,Actividades Generales,Construction (Civil),Repairment; Construction; Bridges,,,,,,49,56,247278.93,Y,6,0,Resource Conflict,0.01,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-17,Temporary Works,Construction (Civil),Infrastructure; Sanitary systems,,,,,,170,90,338686.53,Y,8,0,Resource Conflict,0.0666,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-18,Mejoramiento De Los,Construction (Civil),Sanitation; Electrical installations,,,,,,266,104,196718.125,Y,9,0,Resource Feasible,-0.88,0.87,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-19,Road Drainage Construction with COVID-19 Safety Measures,Construction (Civil),Earthworks; Concrete; Drainage,,,,,,38,59,392053.5313,Y,7,0,Resource Feasible,0.02,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-20,Drainage Culverts Construction,Construction (Civil),Drainage; Piping; Infrastructure,,,,,,34,45,302383.41,Y,6,0,Resource Conflict,0.31,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-21,Sanitary Facilities,Construction (Civil),Fencing; Roofing; Facilities,,,,,,140,44,161654.99,Y,7,0,Resource Conflict,0.36,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-22,Sanitary Sewer Network Infrastructure,Construction (Civil),Sanitary system; Excavation; Piping,,,,,,45,27,73441.85,Y,7,0,Resource Conflict,0.41,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-23,Active Recreation Construction,Construction (Civil),Safety; Infrastructure,,,,,,55,60,124330.97,Y,9,0,Resource Feasible,-0.01,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-24,Construssion De Cerco,Construction (Civil),Lighting; Urban Equipment; Safety,,,,,,77,45,230728.4,Y,6,0,Resource Feasible,0.311,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-25,Construssion De Plazoleta,Construction (Civil),Urbanistics; Lighting; Drainage,,,,,,73,45,149252.5,Y,6,0,Resource Conflict,0.237,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-26,Mejoramiento Del Parque,Construction (Civil),Landscape; Drainage; Infrastructure,,,,,,85,120,1249157,Y,9,0,Resource Conflict,-0.9,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-27,Creacion Del Pavimentado,Construction (Civil),Pavement; Infrastructure,,,,,,127,90,6083558,Y,9,0,Resource Feasible,0.633,0.005,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
data/raw/networks/DSLIB3.4.zip,19f87632c589f5d49f72b5f071992efc6379df2beb35f1efd3a60ac1381dc277,DSLIB 3.4/DSLIB_Analysis_Sheet.xlsx,C2025-28,Cronograma De Obra,Construction (Civil),Membrane installation; Repairment,,,,,,58,60,156771.1,Y,8,0,Resource Feasible,0.533,0,True,True,True,sector starts with Construction (case-insensitive),third-party release; redistribution and project-level use rights require audit
