issue_date,issue_cycle,issue_time,valid_time,lead_hours,station_id,latitude,longitude,grid_longitude,grid_latitude,GUST_ms,KNMI_FX_ms,gfs_file,pairing_rule,observation_available
2025-01-03,12,2025-01-03T12:00:00+00:00,2025-01-03T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.824445724487305,4.0,gfs_20250103_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-03,18,2025-01-03T18:00:00+00:00,2025-01-04T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.103723049163818,4.0,gfs_20250103_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-04,00,2025-01-04T00:00:00+00:00,2025-01-04T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,6.301492214202881,6.0,gfs_20250104_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-04,06,2025-01-04T06:00:00+00:00,2025-01-04T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,8.902233123779297,6.0,gfs_20250104_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-04,12,2025-01-04T12:00:00+00:00,2025-01-04T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,5.200677394866943,5.0,gfs_20250104_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-04,18,2025-01-04T18:00:00+00:00,2025-01-05T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,9.50582504272461,6.0,gfs_20250104_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-05,00,2025-01-05T00:00:00+00:00,2025-01-05T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,14.109580993652344,8.0,gfs_20250105_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-05,06,2025-01-05T06:00:00+00:00,2025-01-05T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,11.700254440307617,9.0,gfs_20250105_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-05,12,2025-01-05T12:00:00+00:00,2025-01-05T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,19.3209228515625,12.0,gfs_20250105_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-05,18,2025-01-05T18:00:00+00:00,2025-01-06T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,19.102703094482422,11.0,gfs_20250105_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-06,00,2025-01-06T00:00:00+00:00,2025-01-06T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,19.0,14.0,gfs_20250106_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-06,06,2025-01-06T06:00:00+00:00,2025-01-06T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,23.601163864135742,16.0,gfs_20250106_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-06,12,2025-01-06T12:00:00+00:00,2025-01-06T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,18.50135612487793,16.0,gfs_20250106_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-06,18,2025-01-06T18:00:00+00:00,2025-01-07T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,12.811059951782227,11.0,gfs_20250106_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-07,00,2025-01-07T00:00:00+00:00,2025-01-07T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,11.20017147064209,10.0,gfs_20250107_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-07,06,2025-01-07T06:00:00+00:00,2025-01-07T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,12.021692276000977,13.0,gfs_20250107_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-07,12,2025-01-07T12:00:00+00:00,2025-01-07T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,11.121138572692871,10.0,gfs_20250107_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-07,18,2025-01-07T18:00:00+00:00,2025-01-08T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,11.103796005249023,8.0,gfs_20250107_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-08,00,2025-01-08T00:00:00+00:00,2025-01-08T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,9.808365821838379,7.0,gfs_20250108_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-08,06,2025-01-08T06:00:00+00:00,2025-01-08T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.400508403778076,6.0,gfs_20250108_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-08,12,2025-01-08T12:00:00+00:00,2025-01-08T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.5012054443359375,3.0,gfs_20250108_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-08,18,2025-01-08T18:00:00+00:00,2025-01-09T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,5.401025295257568,4.0,gfs_20250108_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-09,00,2025-01-09T00:00:00+00:00,2025-01-09T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.0068359375,3.0,gfs_20250109_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-09,06,2025-01-09T06:00:00+00:00,2025-01-09T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.531518459320068,5.0,gfs_20250109_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-09,12,2025-01-09T12:00:00+00:00,2025-01-09T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,12.40000057220459,8.0,gfs_20250109_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-09,18,2025-01-09T18:00:00+00:00,2025-01-10T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,10.104689598083496,10.0,gfs_20250109_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-10,00,2025-01-10T00:00:00+00:00,2025-01-10T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,9.199999809265137,6.0,gfs_20250110_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-10,06,2025-01-10T06:00:00+00:00,2025-01-10T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.628103733062744,8.0,gfs_20250110_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-10,12,2025-01-10T12:00:00+00:00,2025-01-10T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.40648889541626,4.0,gfs_20250110_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-10,18,2025-01-10T18:00:00+00:00,2025-01-11T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.305504322052002,2.0,gfs_20250110_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-11,00,2025-01-11T00:00:00+00:00,2025-01-11T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.300858974456787,1.0,gfs_20250111_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-11,06,2025-01-11T06:00:00+00:00,2025-01-11T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,6.015148639678955,4.0,gfs_20250111_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-11,12,2025-01-11T12:00:00+00:00,2025-01-11T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.6138458251953125,4.0,gfs_20250111_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-11,18,2025-01-11T18:00:00+00:00,2025-01-12T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.203120708465576,3.0,gfs_20250111_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-12,00,2025-01-12T00:00:00+00:00,2025-01-12T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.4000000953674316,3.0,gfs_20250112_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-12,06,2025-01-12T06:00:00+00:00,2025-01-12T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.807133436203003,4.0,gfs_20250112_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-12,12,2025-01-12T12:00:00+00:00,2025-01-12T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.7027711868286133,1.0,gfs_20250112_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-12,18,2025-01-12T18:00:00+00:00,2025-01-13T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.5,1.0,gfs_20250112_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-13,00,2025-01-13T00:00:00+00:00,2025-01-13T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.601293921470642,2.0,gfs_20250113_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-13,06,2025-01-13T06:00:00+00:00,2025-01-13T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.011931419372559,5.0,gfs_20250113_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-13,12,2025-01-13T12:00:00+00:00,2025-01-13T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.913715362548828,4.0,gfs_20250113_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-13,18,2025-01-13T18:00:00+00:00,2025-01-14T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.318225383758545,6.0,gfs_20250113_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-14,00,2025-01-14T00:00:00+00:00,2025-01-14T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,8.40152645111084,5.0,gfs_20250114_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-14,06,2025-01-14T06:00:00+00:00,2025-01-14T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,10.108379364013672,8.0,gfs_20250114_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-14,12,2025-01-14T12:00:00+00:00,2025-01-14T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.0047831535339355,5.0,gfs_20250114_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-14,18,2025-01-14T18:00:00+00:00,2025-01-15T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.9069275856018066,3.0,gfs_20250114_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-15,00,2025-01-15T00:00:00+00:00,2025-01-15T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.223419189453125,4.0,gfs_20250115_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-15,06,2025-01-15T06:00:00+00:00,2025-01-15T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.81683349609375,3.0,gfs_20250115_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-15,12,2025-01-15T12:00:00+00:00,2025-01-15T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.6007623672485352,2.0,gfs_20250115_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-15,18,2025-01-15T18:00:00+00:00,2025-01-16T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.715089201927185,1.0,gfs_20250115_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-16,00,2025-01-16T00:00:00+00:00,2025-01-16T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.8216395378112793,4.0,gfs_20250116_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-16,06,2025-01-16T06:00:00+00:00,2025-01-16T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.605236768722534,6.0,gfs_20250116_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-16,12,2025-01-16T12:00:00+00:00,2025-01-16T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.8237804174423218,5.0,gfs_20250116_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-16,18,2025-01-16T18:00:00+00:00,2025-01-17T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.807708740234375,6.0,gfs_20250116_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-17,00,2025-01-17T00:00:00+00:00,2025-01-17T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.9005186557769775,4.0,gfs_20250117_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-17,06,2025-01-17T06:00:00+00:00,2025-01-17T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.5206588506698608,4.0,gfs_20250117_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-17,12,2025-01-17T12:00:00+00:00,2025-01-17T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.6058764457702637,4.0,gfs_20250117_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-17,18,2025-01-17T18:00:00+00:00,2025-01-18T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.7002441883087158,4.0,gfs_20250117_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-18,00,2025-01-18T00:00:00+00:00,2025-01-18T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.74253511428833,4.0,gfs_20250118_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-18,06,2025-01-18T06:00:00+00:00,2025-01-18T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.6325528621673584,3.0,gfs_20250118_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-18,12,2025-01-18T12:00:00+00:00,2025-01-18T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.407651662826538,4.0,gfs_20250118_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-18,18,2025-01-18T18:00:00+00:00,2025-01-19T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.5090651512145996,4.0,gfs_20250118_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-19,00,2025-01-19T00:00:00+00:00,2025-01-19T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.8008245825767517,3.0,gfs_20250119_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-19,06,2025-01-19T06:00:00+00:00,2025-01-19T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.6031841039657593,3.0,gfs_20250119_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-19,12,2025-01-19T12:00:00+00:00,2025-01-19T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.4037588834762573,2.0,gfs_20250119_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-19,18,2025-01-19T18:00:00+00:00,2025-01-20T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.9178345203399658,2.0,gfs_20250119_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-20,00,2025-01-20T00:00:00+00:00,2025-01-20T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.7130982875823975,3.0,gfs_20250120_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-20,06,2025-01-20T06:00:00+00:00,2025-01-20T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.610748052597046,6.0,gfs_20250120_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-20,12,2025-01-20T12:00:00+00:00,2025-01-20T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.81211519241333,5.0,gfs_20250120_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-20,18,2025-01-20T18:00:00+00:00,2025-01-21T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.801537990570068,5.0,gfs_20250120_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-21,00,2025-01-21T00:00:00+00:00,2025-01-21T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.114626407623291,6.0,gfs_20250121_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-21,06,2025-01-21T06:00:00+00:00,2025-01-21T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.715710401535034,4.0,gfs_20250121_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-21,12,2025-01-21T12:00:00+00:00,2025-01-21T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,2.2064998149871826,5.0,gfs_20250121_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-21,18,2025-01-21T18:00:00+00:00,2025-01-22T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.70933198928833,3.0,gfs_20250121_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-22,00,2025-01-22T00:00:00+00:00,2025-01-22T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.20789098739624,5.0,gfs_20250122_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-22,06,2025-01-22T06:00:00+00:00,2025-01-22T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,8.508723258972168,6.0,gfs_20250122_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-22,12,2025-01-22T12:00:00+00:00,2025-01-22T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,6.000512599945068,5.0,gfs_20250122_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-22,18,2025-01-22T18:00:00+00:00,2025-01-23T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,6.311598777770996,3.0,gfs_20250122_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-23,00,2025-01-23T00:00:00+00:00,2025-01-23T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,10.417972564697266,7.0,gfs_20250123_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-23,06,2025-01-23T06:00:00+00:00,2025-01-23T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,10.912139892578125,9.0,gfs_20250123_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-23,12,2025-01-23T12:00:00+00:00,2025-01-23T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,16.30255699157715,11.0,gfs_20250123_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-23,18,2025-01-23T18:00:00+00:00,2025-01-24T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,13.20635986328125,11.0,gfs_20250123_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-24,00,2025-01-24T00:00:00+00:00,2025-01-24T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,16.40389060974121,11.0,gfs_20250124_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-24,06,2025-01-24T06:00:00+00:00,2025-01-24T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,20.906652450561523,12.0,gfs_20250124_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-24,12,2025-01-24T12:00:00+00:00,2025-01-24T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,13.404664993286133,10.0,gfs_20250124_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-24,18,2025-01-24T18:00:00+00:00,2025-01-25T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.402736186981201,4.0,gfs_20250124_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-25,00,2025-01-25T00:00:00+00:00,2025-01-25T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,4.100254058837891,3.0,gfs_20250125_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-25,06,2025-01-25T06:00:00+00:00,2025-01-25T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.21663236618042,7.0,gfs_20250125_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-25,12,2025-01-25T12:00:00+00:00,2025-01-25T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.5075956583023071,1.0,gfs_20250125_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-25,18,2025-01-25T18:00:00+00:00,2025-01-26T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,3.217214345932007,2.0,gfs_20250125_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-26,00,2025-01-26T00:00:00+00:00,2025-01-26T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,0.500170886516571,5.0,gfs_20250126_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-26,06,2025-01-26T06:00:00+00:00,2025-01-26T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,8.202588081359863,7.0,gfs_20250126_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-26,12,2025-01-26T12:00:00+00:00,2025-01-26T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,15.81493091583252,11.0,gfs_20250126_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-26,18,2025-01-26T18:00:00+00:00,2025-01-27T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,16.0048828125,8.0,gfs_20250126_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-27,00,2025-01-27T00:00:00+00:00,2025-01-27T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,17.90688705444336,16.0,gfs_20250127_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-27,06,2025-01-27T06:00:00+00:00,2025-01-27T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,15.727063179016113,12.0,gfs_20250127_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-27,12,2025-01-27T12:00:00+00:00,2025-01-27T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,15.102279663085938,11.0,gfs_20250127_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-27,18,2025-01-27T18:00:00+00:00,2025-01-28T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,13.809321403503418,10.0,gfs_20250127_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-28,00,2025-01-28T00:00:00+00:00,2025-01-28T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,13.100128173828125,10.0,gfs_20250128_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-28,06,2025-01-28T06:00:00+00:00,2025-01-28T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,15.701616287231445,13.0,gfs_20250128_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-28,12,2025-01-28T12:00:00+00:00,2025-01-28T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,13.718576431274414,10.0,gfs_20250128_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-28,18,2025-01-28T18:00:00+00:00,2025-01-29T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,11.603066444396973,11.0,gfs_20250128_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-29,00,2025-01-29T00:00:00+00:00,2025-01-29T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,12.700508117675781,8.0,gfs_20250129_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-29,06,2025-01-29T06:00:00+00:00,2025-01-29T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,12.203842163085938,10.0,gfs_20250129_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-29,12,2025-01-29T12:00:00+00:00,2025-01-29T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,7.5068864822387695,6.0,gfs_20250129_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-29,18,2025-01-29T18:00:00+00:00,2025-01-30T00:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,5.099999904632568,3.0,gfs_20250129_18_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-30,00,2025-01-30T00:00:00+00:00,2025-01-30T06:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,1.9046090841293335,4.0,gfs_20250130_00_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-30,06,2025-01-30T06:00:00+00:00,2025-01-30T12:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,6.105262279510498,5.0,gfs_20250130_06_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
2025-01-30,12,2025-01-30T12:00:00+00:00,2025-01-30T18:00:00+00:00,6.0,260,52.1,5.18,5.25,52.0,5.501734733581543,4.0,gfs_20250130_12_f006_gust.grib2,GFS valid_time == KNMI interval_end,True
