scenario,controller,station,block,completed,total_tasks,deadline_misses,tardiness,idle_blocks,busy_blocks,crane_blocks,cancellations,starts,mismatch_blocks,aborted_blocks,makespan,cost,cost_idle,cost_cancel,cost_tardy,cost_mismatch,cost_restart,tuned_param
high_adjustment_cost,tuned_threshold,280,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,280,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,280,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,14,10,10,0,0,47,13,60,0,10,3,3,14,6.19,0.9400000000000005,0.0,0.0,3.0,2.25,15.0
high_adjustment_cost,tuned_threshold,280,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,280,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,283,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,283,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,14,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,283,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,283,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,0,10,10,0,0,42,18,60,3,13,11,11,39,44.09,0.8400000000000004,24.0,0.0,11.0,8.25,15.0
high_adjustment_cost,tuned_threshold,285,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,285,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,8,10,10,0,0,44,16,60,0,10,6,6,17,11.38,0.8800000000000004,0.0,0.0,6.0,4.5,15.0
high_adjustment_cost,tuned_threshold,285,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,12,10,10,0,0,47,13,60,0,10,3,3,14,6.19,0.9400000000000005,0.0,0.0,3.0,2.25,15.0
high_adjustment_cost,tuned_threshold,285,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,14,10,10,0,0,35,25,60,1,11,16,16,30,36.7,0.7000000000000003,8.0,0.0,16.0,12.0,15.0
high_adjustment_cost,tuned_threshold,285,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,285,16,10,10,0,0,46,14,60,0,10,4,4,15,7.920000000000001,0.9200000000000005,0.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,286,0,10,10,0,0,46,14,60,2,12,6,6,27,27.42,0.9200000000000005,16.0,0.0,6.0,4.5,15.0
high_adjustment_cost,tuned_threshold,286,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,286,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,8,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,286,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,12,10,10,0,0,51,9,60,1,11,0,0,14,9.02,1.0200000000000005,8.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,14,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,286,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,286,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,0,10,10,2,3,51,9,60,1,11,0,0,16,9.92,1.0200000000000005,8.0,0.8999999999999999,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,290,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,10,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,290,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,290,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,290,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,0,10,10,0,0,41,19,60,0,10,9,9,28,16.57,0.8200000000000004,0.0,0.0,9.0,6.75,15.0
high_adjustment_cost,tuned_threshold,308,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,5,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,308,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,308,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,8,10,10,0,0,45,15,60,0,10,5,5,16,9.65,0.9000000000000005,0.0,0.0,5.0,3.75,15.0
high_adjustment_cost,tuned_threshold,308,9,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,308,10,10,10,0,0,39,21,60,0,10,11,11,22,20.03,0.7800000000000004,0.0,0.0,11.0,8.25,15.0
high_adjustment_cost,tuned_threshold,308,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,308,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,14,10,10,0,0,44,16,60,1,11,7,7,20,21.130000000000003,0.8800000000000004,8.0,0.0,7.0,5.25,15.0
high_adjustment_cost,tuned_threshold,308,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,308,16,10,10,0,0,41,19,60,0,10,9,9,24,16.57,0.8200000000000004,0.0,0.0,9.0,6.75,15.0
high_adjustment_cost,tuned_threshold,310,0,10,10,0,0,47,13,60,1,11,4,4,23,15.940000000000001,0.9400000000000005,8.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,310,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,310,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,8,10,10,0,0,46,14,60,0,10,4,4,15,7.920000000000001,0.9200000000000005,0.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,310,9,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,310,10,10,10,0,0,24,36,60,1,11,27,27,40,55.730000000000004,0.48000000000000015,8.0,0.0,27.0,20.25,15.0
high_adjustment_cost,tuned_threshold,310,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,310,13,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,310,14,10,10,0,0,41,19,60,1,11,10,10,24,26.32,0.8200000000000004,8.0,0.0,10.0,7.5,15.0
high_adjustment_cost,tuned_threshold,310,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,310,16,10,10,0,0,38,22,60,1,11,13,13,29,31.509999999999998,0.7600000000000003,8.0,0.0,13.0,9.75,15.0
high_adjustment_cost,tuned_threshold,312,0,10,10,0,0,34,26,60,1,11,17,17,37,38.43,0.6800000000000003,8.0,0.0,17.0,12.75,15.0
high_adjustment_cost,tuned_threshold,312,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,5,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,312,6,10,10,0,0,47,13,60,0,10,3,3,14,6.19,0.9400000000000005,0.0,0.0,3.0,2.25,15.0
high_adjustment_cost,tuned_threshold,312,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,8,10,10,0,0,45,15,60,0,10,5,5,16,9.65,0.9000000000000005,0.0,0.0,5.0,3.75,15.0
high_adjustment_cost,tuned_threshold,312,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,10,10,10,0,0,28,32,60,2,12,24,24,41,58.56,0.5600000000000002,16.0,0.0,24.0,18.0,15.0
high_adjustment_cost,tuned_threshold,312,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,12,10,10,0,0,39,21,60,0,10,11,11,22,20.03,0.7800000000000004,0.0,0.0,11.0,8.25,15.0
high_adjustment_cost,tuned_threshold,312,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,14,10,10,0,0,38,22,60,1,11,13,13,28,31.509999999999998,0.7600000000000003,8.0,0.0,13.0,9.75,15.0
high_adjustment_cost,tuned_threshold,312,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,312,16,10,10,0,0,50,10,60,2,12,2,2,21,20.5,1.0000000000000004,16.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,313,0,10,10,0,0,47,13,60,1,11,4,4,23,15.940000000000001,0.9400000000000005,8.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,313,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,3,10,10,0,0,46,14,60,0,10,4,4,15,7.920000000000001,0.9200000000000005,0.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,313,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,6,10,10,0,0,45,15,60,0,10,5,5,16,9.65,0.9000000000000005,0.0,0.0,5.0,3.75,15.0
high_adjustment_cost,tuned_threshold,313,7,10,10,0,0,47,13,60,0,10,3,3,14,6.19,0.9400000000000005,0.0,0.0,3.0,2.25,15.0
high_adjustment_cost,tuned_threshold,313,8,10,10,0,0,37,23,60,0,10,13,13,24,23.490000000000002,0.7400000000000003,0.0,0.0,13.0,9.75,15.0
high_adjustment_cost,tuned_threshold,313,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,10,10,10,0,0,37,23,60,2,12,15,15,30,42.99,0.7400000000000003,16.0,0.0,15.0,11.25,15.0
high_adjustment_cost,tuned_threshold,313,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,12,10,10,0,0,49,11,60,1,11,2,2,15,12.48,0.9800000000000005,8.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,313,13,10,10,0,0,41,19,60,1,11,10,10,24,26.32,0.8200000000000004,8.0,0.0,10.0,7.5,15.0
high_adjustment_cost,tuned_threshold,313,14,10,10,0,0,42,18,60,1,11,9,9,24,24.59,0.8400000000000004,8.0,0.0,9.0,6.75,15.0
high_adjustment_cost,tuned_threshold,313,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,313,16,10,10,0,0,46,14,60,1,11,5,5,23,17.67,0.9200000000000005,8.0,0.0,5.0,3.75,15.0
high_adjustment_cost,tuned_threshold,315,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,6,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,315,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,8,10,10,0,0,46,14,60,0,10,4,4,15,7.920000000000001,0.9200000000000005,0.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,315,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
high_adjustment_cost,tuned_threshold,315,12,10,10,0,0,48,12,60,0,10,2,2,13,4.460000000000001,0.9600000000000005,0.0,0.0,2.0,1.5,15.0
high_adjustment_cost,tuned_threshold,315,13,10,10,0,0,49,11,60,0,10,1,1,12,2.7300000000000004,0.9800000000000005,0.0,0.0,1.0,0.75,15.0
high_adjustment_cost,tuned_threshold,315,14,10,10,0,0,46,14,60,0,10,4,4,15,7.920000000000001,0.9200000000000005,0.0,0.0,4.0,3.0,15.0
high_adjustment_cost,tuned_threshold,315,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
