scenario,controller,station,block,completed,total_tasks,deadline_misses,tardiness,idle_blocks,busy_blocks,crane_blocks,cancellations,starts,mismatch_blocks,aborted_blocks,makespan,cost,cost_idle,cost_cancel,cost_tardy,cost_mismatch,cost_restart,tuned_param
base,tuned_threshold,251,6,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,9,10,10,0,0,45,15,60,3,13,8,8,28,12.4,0.9000000000000005,1.5,0.0,8.0,2.0,15.0
base,tuned_threshold,251,10,10,10,0,0,48,12,60,1,11,3,3,18,5.210000000000001,0.9600000000000005,0.5,0.0,3.0,0.75,15.0
base,tuned_threshold,251,11,10,10,0,0,47,13,60,3,13,6,6,24,9.940000000000001,0.9400000000000005,1.5,0.0,6.0,1.5,15.0
base,tuned_threshold,251,12,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,14,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,251,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,251,16,10,10,0,0,50,10,60,1,11,1,1,15,2.7500000000000004,1.0000000000000004,0.5,0.0,1.0,0.25,15.0
base,tuned_threshold,258,0,10,10,0,0,50,10,60,2,12,2,2,23,4.5,1.0000000000000004,1.0,0.0,2.0,0.5,15.0
base,tuned_threshold,258,1,10,10,0,0,51,9,60,1,11,0,0,18,1.5200000000000005,1.0200000000000005,0.5,0.0,0.0,0.0,15.0
base,tuned_threshold,258,2,10,10,0,0,50,10,60,1,11,1,1,17,2.7500000000000004,1.0000000000000004,0.5,0.0,1.0,0.25,15.0
base,tuned_threshold,258,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,258,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,258,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,258,6,10,10,0,0,49,11,60,0,10,1,1,12,2.2300000000000004,0.9800000000000005,0.0,0.0,1.0,0.25,15.0
base,tuned_threshold,258,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,258,8,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,258,9,10,10,0,0,32,28,60,2,12,20,20,37,26.64,0.6400000000000002,1.0,0.0,20.0,5.0,15.0
base,tuned_threshold,258,10,10,10,0,0,41,19,60,1,11,10,10,25,13.82,0.8200000000000004,0.5,0.0,10.0,2.5,15.0
base,tuned_threshold,258,11,10,10,0,0,47,13,60,3,13,6,6,25,9.940000000000001,0.9400000000000005,1.5,0.0,6.0,1.5,15.0
base,tuned_threshold,258,12,10,10,0,0,43,17,60,0,10,7,7,18,9.61,0.8600000000000004,0.0,0.0,7.0,1.75,15.0
base,tuned_threshold,258,13,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,258,14,10,10,0,0,46,14,60,0,10,4,4,15,5.920000000000001,0.9200000000000005,0.0,0.0,4.0,1.0,15.0
base,tuned_threshold,258,15,10,10,0,0,42,18,60,0,10,8,8,19,10.84,0.8400000000000004,0.0,0.0,8.0,2.0,15.0
base,tuned_threshold,258,16,10,10,0,0,49,11,60,0,10,1,1,12,2.2300000000000004,0.9800000000000005,0.0,0.0,1.0,0.25,15.0
base,tuned_threshold,260,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,3,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,260,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,260,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,12,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,260,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,14,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,260,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,260,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,0,10,10,0,0,46,14,60,2,12,6,6,29,9.42,0.9200000000000005,1.0,0.0,6.0,1.5,15.0
base,tuned_threshold,267,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,6,10,10,0,0,46,14,60,0,10,4,4,15,5.920000000000001,0.9200000000000005,0.0,0.0,4.0,1.0,15.0
base,tuned_threshold,267,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,8,10,10,0,0,45,15,60,0,10,5,5,16,7.15,0.9000000000000005,0.0,0.0,5.0,1.25,15.0
base,tuned_threshold,267,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,10,10,10,0,0,43,17,60,0,10,7,7,18,9.61,0.8600000000000004,0.0,0.0,7.0,1.75,15.0
base,tuned_threshold,267,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,12,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,267,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,14,10,10,0,0,40,20,60,1,11,11,11,25,15.05,0.8000000000000004,0.5,0.0,11.0,2.75,15.0
base,tuned_threshold,267,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,267,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,0,10,10,0,0,47,13,60,0,10,3,3,15,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,269,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,269,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,12,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,269,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,269,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,0,10,10,0,0,50,10,60,2,12,2,2,24,4.5,1.0000000000000004,1.0,0.0,2.0,0.5,15.0
base,tuned_threshold,270,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,270,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,8,10,10,0,0,42,18,60,0,10,8,8,19,10.84,0.8400000000000004,0.0,0.0,8.0,2.0,15.0
base,tuned_threshold,270,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,10,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,270,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,12,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,14,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,270,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,270,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,0,10,10,0,0,48,12,60,0,10,2,2,14,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,273,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,273,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,10,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,273,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,12,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,273,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,14,10,10,0,0,46,14,60,0,10,4,4,15,5.920000000000001,0.9200000000000005,0.0,0.0,4.0,1.0,15.0
base,tuned_threshold,273,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,273,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,275,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,10,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,275,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,12,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,275,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,275,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,0,10,10,0,0,41,19,60,3,13,12,12,40,17.32,0.8200000000000004,1.5,0.0,12.0,3.0,15.0
base,tuned_threshold,277,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,6,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,277,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,8,10,10,0,0,40,20,60,0,10,10,10,21,13.3,0.8000000000000004,0.0,0.0,10.0,2.5,15.0
base,tuned_threshold,277,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,10,10,10,0,0,44,16,60,0,10,6,6,18,8.38,0.8800000000000004,0.0,0.0,6.0,1.5,15.0
base,tuned_threshold,277,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,12,10,10,0,0,46,14,60,0,10,4,4,15,5.920000000000001,0.9200000000000005,0.0,0.0,4.0,1.0,15.0
base,tuned_threshold,277,13,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,277,14,10,10,0,0,38,22,60,1,11,13,13,27,17.509999999999998,0.7600000000000003,0.5,0.0,13.0,3.25,15.0
base,tuned_threshold,277,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,277,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,278,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,12,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,278,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,0,10,10,0,0,48,12,60,0,10,2,2,14,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,279,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,6,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,279,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,8,10,10,0,0,49,11,60,0,10,1,1,12,2.2300000000000004,0.9800000000000005,0.0,0.0,1.0,0.25,15.0
base,tuned_threshold,279,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,10,10,10,0,0,47,13,60,0,10,3,3,14,4.69,0.9400000000000005,0.0,0.0,3.0,0.75,15.0
base,tuned_threshold,279,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,12,10,10,0,0,48,12,60,0,10,2,2,13,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,279,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,279,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,280,0,10,10,0,0,48,12,60,0,10,2,2,14,3.4600000000000004,0.9600000000000005,0.0,0.0,2.0,0.5,15.0
base,tuned_threshold,280,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
base,tuned_threshold,280,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,15.0
